"OTU","Abundance","index","id","sampleloc","date","kingdom","phylum","class","order","family","genus","rel_ab","mean_cn"
"37f9d95d321438477967281dcfa4efc1",11465,"GESCF34_sinus_1_26_21","GESCF34_2021-01-26","sinus",2021-01-26,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.8258598171528,6059721.20280838
"37f9d95d321438477967281dcfa4efc1",11460,"GESCF01_sinus_5_2_18","GESCF01_2018-05-02","sinus",2018-05-02,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.9041060064511,2272577.57288202
"37f9d95d321438477967281dcfa4efc1",11438,"GESCF03_sinus_8_14_19","GESCF03_2019-08-14","sinus",2019-08-14,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.9039217398899,1579160.90017207
"0fa481957525a80964121165c280f20f",11437,"GESCF02_sinus_10_2_19","GESCF02_2019-10-02","sinus",2019-10-02,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",99.8777399353768,148412.577510145
"37f9d95d321438477967281dcfa4efc1",11431,"GESCF11_sinus_6_26_19","GESCF11_2019-06-26","sinus",2019-06-26,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.7469458987784,8397519.36358273
"37f9d95d321438477967281dcfa4efc1",11396,"GESCF13_sinus_10_23_19","GESCF13_2019-10-23","sinus",2019-10-23,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.2769405000436,875847.610804874
"0fa481957525a80964121165c280f20f",11349,"GESCF06_sinus_10_10_18","GESCF06_2018-10-10","sinus",2018-10-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",99.5526315789474,21079855.5730088
"0fa481957525a80964121165c280f20f",11324,"GESCF02_sinus_5_2_18","GESCF02_2018-05-02","sinus",2018-05-02,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",99.3420475480305,90044.0902643401
"37f9d95d321438477967281dcfa4efc1",11309,"GESCF05_sinus_11_29_17","GESCF05_2017-11-29","sinus",2017-11-29,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",98.7082133193681,26016.2746602944
"37f9d95d321438477967281dcfa4efc1",11304,"GESCF03_sinus_5_30_18","GESCF03_2018-05-30","sinus",2018-05-30,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.9116139296447,71924.095811344
"37f9d95d321438477967281dcfa4efc1",11304,"GESCF06_sputum_5_9_18","GESCF06_2018-05-09","sputum",2018-05-09,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",98.3469636331999,852873.846255927
"37f9d95d321438477967281dcfa4efc1",11254,"GESCF06_sputum_10_10_18","GESCF06_2018-10-10","sputum",2018-10-10,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",98.2796262335167,908722.778461568
"37f9d95d321438477967281dcfa4efc1",11247,"GESCF20_sinus_10_31_18","GESCF20_2018-10-31","sinus",2018-10-31,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",98.1499258224976,53110.0300413072
"37f9d95d321438477967281dcfa4efc1",11202,"GESCF06_sinus_3_8_18","GESCF06_2018-03-08","sinus",2018-03-08,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",97.6634699215344,3.81558491068775
"37f9d95d321438477967281dcfa4efc1",11196,"GESCF25_sputum_10_3_18","GESCF25_2018-10-03","sputum",2018-10-03,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",97.9013641133263,83820.3264916732
"71c37f850d124fe3370ecbaf325e52d1",11109,"GESCF11_sinus_8_14_19","GESCF11_2019-08-14","sinus",2019-08-14,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",99.5430107526882,6416.10128724993
"37f9d95d321438477967281dcfa4efc1",11063,"GESCF12_sinus_5_23_18","GESCF12_2018-05-23","sinus",2018-05-23,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",96.7299116901285,67431.9561437336
"37f9d95d321438477967281dcfa4efc1",11051,"GESCF03_sinus_12_12_18","GESCF03_2018-12-12","sinus",2018-12-12,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.6483318304779,9796.06377466179
"37f9d95d321438477967281dcfa4efc1",10831,"GESCF20_sputum_10_31_18","GESCF20_2018-10-31","sputum",2018-10-31,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",94.9005520021029,296325.736999027
"37f9d95d321438477967281dcfa4efc1",10828,"GESCF05_sputum_6_12_19","GESCF05_2019-06-12","sputum",2019-06-12,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",96.9729536091707,7823.1661418209
"37f9d95d321438477967281dcfa4efc1",10705,"GESCF20_sinus_7_18_18","GESCF20_2018-07-18","sinus",2018-07-18,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",93.6160909488413,123234.701839759
"37f9d95d321438477967281dcfa4efc1",10639,"GESCF01_sinus_8_28_19","GESCF01_2019-08-28","sinus",2019-08-28,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.9624166118576,3530.76390795196
"37f9d95d321438477967281dcfa4efc1",10584,"GESCF12_sinus_2_28_18","GESCF12_2018-02-28","sinus",2018-02-28,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",92.4689847981828,274011.924294298
"37f9d95d321438477967281dcfa4efc1",10445,"GESCF01_sputum_8_28_19","GESCF01_2019-08-28","sputum",2019-08-28,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",92.4991144172866,87188.9518255923
"37f9d95d321438477967281dcfa4efc1",10323,"GESCF31_sinus_3_6_19","GESCF31_2019-03-06","sinus",2019-03-06,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",99.6236247828605,1705.44453617949
"0fa481957525a80964121165c280f20f",10140,"GESCF09_sinus_9_11_19","GESCF09_2019-09-11","sinus",2019-09-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",93.6115214180207,2619.35130652189
"37f9d95d321438477967281dcfa4efc1",10075,"GESCF34_sputum_1_26_21","GESCF34_2021-01-26","sputum",2021-01-26,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",87.9605378033875,102406.399674669
"37f9d95d321438477967281dcfa4efc1",10016,"GESCF01_sputum_5_2_18","GESCF01_2018-05-02","sputum",2018-05-02,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",87.8134315272663,92534.8229009483
"37f9d95d321438477967281dcfa4efc1",10000,"GESCF24_sinus_3_13_19","GESCF24_2019-03-13","sinus",2019-03-13,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",87.6654685719295,231873.341160766
"37f9d95d321438477967281dcfa4efc1",9875,"GESCF24_sinus_9_9_19","GESCF24_2019-09-09","sinus",2019-09-09,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",87.19646799117,39844601.3447284
"0fa481957525a80964121165c280f20f",9834,"GESCF13_sinus_7_17_19","GESCF13_2019-07-17","sinus",2019-07-17,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",87.2504657971786,3641.98244512008
"0fa481957525a80964121165c280f20f",9522,"GESCF05_sinus_3_28_18","GESCF05_2018-03-28","sinus",2018-03-28,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",86.6739486619334,3619.94264027476
"0fa481957525a80964121165c280f20f",9484,"GESCF05_sinus_6_12_19","GESCF05_2019-06-12","sinus",2019-06-12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",93.6044216344256,297.858388983366
"37f9d95d321438477967281dcfa4efc1",9325,"GESCF19_sputum_7_18_18","GESCF19_2018-07-18","sputum",2018-07-18,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",81.5621446689408,1199700.20712279
"37f9d95d321438477967281dcfa4efc1",9319,"GESCF06_sinus_5_9_18","GESCF06_2018-05-09","sinus",2018-05-09,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",81.7814831066257,17651.2766447816
"37f9d95d321438477967281dcfa4efc1",9035,"GESCF05_sputum_11_29_17","GESCF05_2017-11-29","sputum",2017-11-29,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",82.5641962898657,3344.35912127229
"0fa481957525a80964121165c280f20f",8888,"GESCF02_sinus_4_10_19","GESCF02_2019-04-10","sinus",2019-04-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",89.8231430015159,456.316451776152
"37f9d95d321438477967281dcfa4efc1",8541,"GESCF20_sputum_7_18_18","GESCF20_2018-07-18","sputum",2018-07-18,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",75.5239190025643,887614.310274315
"37f9d95d321438477967281dcfa4efc1",8424,"GESCF19_sputum_6_12_19","GESCF19_2019-06-12","sputum",2019-06-12,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",73.7459511511862,281582.395912577
"5f29d043bc53ad90a02d787d8798a4d2",8306,"GESCF16_sputum_6_20_18","GESCF16_2018-06-20","sputum",2018-06-20,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",77.9247584201145,48412.0803967256
"37f9d95d321438477967281dcfa4efc1",8293,"GESCF24_sputum_3_13_19","GESCF24_2019-03-13","sputum",2019-03-13,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",72.5483334791357,7291034.04019765
"0fa481957525a80964121165c280f20f",8252,"GESCF09_sputum_2_13_19","GESCF09_2019-02-13","sputum",2019-02-13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",75.5816083531782,3520.3640096054
"b3bd495357d1eb8c6c8aa2953dcf0fb5",8251,"GESCF11_sputum_8_14_19","GESCF11_2019-08-14","sputum",2019-08-14,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",79.2298828500096,595.641004686215
"37f9d95d321438477967281dcfa4efc1",8136,"GESCF15_sinus_5_2_18","GESCF15_2018-05-02","sinus",2018-05-02,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",72.1404504344742,9339.9528595786
"37f9d95d321438477967281dcfa4efc1",7903,"GESCF27_sinus_7_17_19","GESCF27_2019-07-17","sinus",2019-07-17,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",69.2455971260843,34875.6799759124
"0fa481957525a80964121165c280f20f",7851,"GESCF05_sinus_9_4_19","GESCF05_2019-09-04","sinus",2019-09-04,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",81.6706543222719,246.972001938908
"37f9d95d321438477967281dcfa4efc1",7764,"GESCF09_sputum_1_24_18","GESCF09_2018-01-24","sputum",2018-01-24,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",68.6411457872867,60813.6242817504
"37f9d95d321438477967281dcfa4efc1",7504,"GESCF06_sinus_9_4_19","GESCF06_2019-09-04","sinus",2019-09-04,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",65.3317081664635,158621.688464455
"37f9d95d321438477967281dcfa4efc1",7356,"GESCF13_sinus_5_8_19","GESCF13_2019-05-08","sinus",2019-05-08,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",64.5886381596277,503550.838842194
"8df2d7f6e05469de9caac03355e839de",7327,"GESCF08_sinus_3_14_18","GESCF08_2018-03-14","sinus",2018-03-14,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella",71.08761036189,494537.594754048
"37f9d95d321438477967281dcfa4efc1",7314,"GESCF06_sputum_9_4_19","GESCF06_2019-09-04","sputum",2019-09-04,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",91.1174785100286,6628.91349180818
"37f9d95d321438477967281dcfa4efc1",7136,"GESCF24_sputum_9_9_19","GESCF24_2019-09-09","sputum",2019-09-09,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",67.7811550151976,329545.57655179
"0fa481957525a80964121165c280f20f",6798,"GESCF09_sputum_5_9_18","GESCF09_2018-05-09","sputum",2018-05-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",60.1592920353982,49257.8327061979
"37f9d95d321438477967281dcfa4efc1",6666,"GESCF09_sinus_10_3_18","GESCF09_2018-10-03","sinus",2018-10-03,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",65.6748768472906,46508.3719137971
"9922f69a59521b27a40851718d820b0a",6637,"GESCF03_sputum_12_12_18","GESCF03_2018-12-12","sputum",2018-12-12,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",59.3330949401037,1691.02163602961
"37f9d95d321438477967281dcfa4efc1",6627,"GESCF13_sinus_3_8_18","GESCF13_2018-03-08","sinus",2018-03-08,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",57.7214528351189,NA
"0fa481957525a80964121165c280f20f",6565,"GESCF27_sinus_12_7_18","GESCF27_2018-12-07","sinus",2018-12-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",68.1228598111445,2269.1682218439
"b3bd495357d1eb8c6c8aa2953dcf0fb5",6489,"GESCF21_sputum_8_1_18","GESCF21_2018-08-01","sputum",2018-08-01,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",62.9572135441933,194.412173730358
"37f9d95d321438477967281dcfa4efc1",6422,"GESCF19_sinus_6_12_19","GESCF19_2019-06-12","sinus",2019-06-12,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",74.3373075587452,12.4338092349364
"e598469122b96d9853c18ae1d6d50d0f",6060,"GESCF27_sputum_12_7_18","GESCF27_2018-12-07","sputum",2018-12-07,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",57.8630764823833,234733.684301886
"37f9d95d321438477967281dcfa4efc1",6002,"GESCF31_sputum_3_6_19","GESCF31_2019-03-06","sputum",2019-03-06,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",56.9341680895466,187677.76954914
"37f9d95d321438477967281dcfa4efc1",5914,"GESCF11_sinus_10_2_19","GESCF11_2019-10-02","sinus",2019-10-02,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",78.155147350337,604.299470953741
"0fa481957525a80964121165c280f20f",5906,"GESCF02_sputum_8_1_18","GESCF02_2018-08-01","sputum",2018-08-01,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",51.9391434350541,13650.7796922404
"8df2d7f6e05469de9caac03355e839de",5776,"GESCF08_sinus_9_9_19","GESCF08_2019-09-09","sinus",2019-09-09,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella",50.4410095188193,713790.840670138
"37f9d95d321438477967281dcfa4efc1",5674,"GESCF03_sputum_5_30_18","GESCF03_2018-05-30","sputum",2018-05-30,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",50.1635575987976,32126.7668303406
"0fa481957525a80964121165c280f20f",5673,"GESCF08_sinus_9_9_19","GESCF08_2019-09-09","sinus",2019-09-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",49.5415247576631,713790.840670138
"9922f69a59521b27a40851718d820b0a",5672,"GESCF27_sputum_7_17_19","GESCF27_2019-07-17","sputum",2019-07-17,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",54.0190476190476,67540.9738480783
"37f9d95d321438477967281dcfa4efc1",5415,"GESCF09_sputum_6_14_19","GESCF09_2019-06-14","sputum",2019-06-14,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",48.7662103746398,2697.43108690625
"0fa481957525a80964121165c280f20f",5412,"GESCF09_sputum_11_13_19","GESCF09_2019-11-13","sputum",2019-11-13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",49.0884353741497,3085.10046091787
"37f9d95d321438477967281dcfa4efc1",5304,"GESCF19_sinus_7_18_18","GESCF19_2018-07-18","sinus",2018-07-18,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",72.5283741282647,125.138872205479
"0fa481957525a80964121165c280f20f",5275,"GESCF02_sputum_1_22_20","GESCF02_2020-01-22","sputum",2020-01-22,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",47.737556561086,167730.736243202
"0fa481957525a80964121165c280f20f",5261,"GESCF09_sputum_9_11_19","GESCF09_2019-09-11","sputum",2019-09-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",50.6840077071291,3773.64656799789
"41bb9237b521cecf9fb080b378c2ec66",5218,"GESCF05_sputum_3_28_18","GESCF05_2018-03-28","sputum",2018-03-28,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",65.0380157048486,114182.402488847
"37f9d95d321438477967281dcfa4efc1",5160,"GESCF06_sputum_3_8_18","GESCF06_2018-03-08","sputum",2018-03-08,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",45.9156433529098,9063.25481433338
"9922f69a59521b27a40851718d820b0a",5057,"GESCF02_sputum_10_2_19","GESCF02_2019-10-02","sputum",2019-10-02,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",46.2840929892001,90582.2640895183
"0fa481957525a80964121165c280f20f",4964,"GESCF09_sinus_8_8_18","GESCF09_2018-08-08","sinus",2018-08-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",84.7967201913222,1688.57913376362
"0fa481957525a80964121165c280f20f",4942,"GESCF13_sputum_5_8_19","GESCF13_2019-05-08","sputum",2019-05-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",45.9720930232558,159781.396413175
"0fa481957525a80964121165c280f20f",4842,"GESCF13_sinus_3_8_18","GESCF13_2018-03-08","sinus",2018-03-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",42.1740266527306,NA
"b3bd495357d1eb8c6c8aa2953dcf0fb5",4668,"GESCF11_sputum_6_26_19","GESCF11_2019-06-26","sputum",2019-06-26,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",56.8367222695726,303.026413371433
"9922f69a59521b27a40851718d820b0a",4636,"GESCF11_sputum_10_2_19","GESCF11_2019-10-02","sputum",2019-10-02,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",42.6848356504926,1301.81278847885
"ea0d29058faff53ebe882dae0e1a89ae",4531,"GESCF08_sputum_3_14_18","GESCF08_2018-03-14","sputum",2018-03-14,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",42.7372193925674,220244.750567211
"b3bd495357d1eb8c6c8aa2953dcf0fb5",4215,"GESCF03_sputum_8_14_19","GESCF03_2019-08-14","sputum",2019-08-14,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",45.755536257056,22443.3029100743
"0fa481957525a80964121165c280f20f",4159,"GESCF02_sinus_8_1_18","GESCF02_2018-08-01","sinus",2018-08-01,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",70.1585695006748,1406310.23467852
"9922f69a59521b27a40851718d820b0a",4138,"GESCF02_sputum_4_10_19","GESCF02_2019-04-10","sputum",2019-04-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",37.5090645395214,10131.0983345097
"37f9d95d321438477967281dcfa4efc1",4129,"GESCF02_sputum_1_22_20","GESCF02_2020-01-22","sputum",2020-01-22,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",37.3665158371041,167730.736243202
"0fa481957525a80964121165c280f20f",4072,"GESCF25_sinus_10_3_18","GESCF25_2018-10-03","sinus",2018-10-03,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",53.6212799578615,566.54424474541
"9745532d908320fdc1c0003399ee38e8",4047,"GESCF13_sputum_3_8_18","GESCF13_2018-03-08","sputum",2018-03-08,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",35.509344564359,135881.571841864
"0fa481957525a80964121165c280f20f",4020,"GESCF02_sinus_1_22_20","GESCF02_2020-01-22","sinus",2020-01-22,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",40.8910588953311,0
"0fa481957525a80964121165c280f20f",3978,"GESCF06_sinus_9_4_19","GESCF06_2019-09-04","sinus",2019-09-04,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",34.6334668291833,158621.688464455
"0fa481957525a80964121165c280f20f",3976,"GESCF13_sinus_5_8_19","GESCF13_2019-05-08","sinus",2019-05-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",34.9108789182545,503550.838842194
"0fa481957525a80964121165c280f20f",3908,"GESCF03_sputum_10_10_18","GESCF03_2018-10-10","sputum",2018-10-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",36.2893490574798,425.360068976998
"9922f69a59521b27a40851718d820b0a",3907,"GESCF12_sputum_2_28_18","GESCF12_2018-02-28","sputum",2018-02-28,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",38.7023278850916,82964.4807248857
"0fa481957525a80964121165c280f20f",3887,"GESCF09_sinus_5_9_18","GESCF09_2018-05-09","sinus",2018-05-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",81.88329471245,3264.03020484739
"0fa481957525a80964121165c280f20f",3835,"GESCF09_sputum_6_14_19","GESCF09_2019-06-14","sputum",2019-06-14,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",34.5371037463977,2697.43108690625
"9922f69a59521b27a40851718d820b0a",3747,"GESCF09_sputum_10_3_18","GESCF09_2018-10-03","sputum",2018-10-03,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",32.7620879601294,20677.1051690376
"5d2d919c8bdac820ff7b34ae90bba900",3690,"GESCF15_sputum_5_2_18","GESCF15_2018-05-02","sputum",2018-05-02,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",55.7654526220342,92.1670388945588
"b3bd495357d1eb8c6c8aa2953dcf0fb5",3565,"GESCF11_sputum_10_2_19","GESCF11_2019-10-02","sputum",2019-10-02,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",32.8238652057822,1301.81278847885
"37f9d95d321438477967281dcfa4efc1",3554,"GESCF03_sinus_10_10_18","GESCF03_2018-10-10","sinus",2018-10-10,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",97.8254885769337,417.033928687988
"37f9d95d321438477967281dcfa4efc1",3517,"GESCF09_sputum_10_3_18","GESCF09_2018-10-03","sputum",2018-10-03,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",30.7510710850748,20677.1051690376
"5f29d043bc53ad90a02d787d8798a4d2",3512,"GESCF02_sinus_1_22_20","GESCF02_2020-01-22","sinus",2020-01-22,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",35.7237310548266,0
"0fa481957525a80964121165c280f20f",3478,"GESCF09_sinus_10_3_18","GESCF09_2018-10-03","sinus",2018-10-03,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",34.2660098522167,46508.3719137971
"9922f69a59521b27a40851718d820b0a",3398,"GESCF02_sputum_5_2_18","GESCF02_2018-05-02","sputum",2018-05-02,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",31.0944363103953,68097.2719050311
"0fa481957525a80964121165c280f20f",3355,"GESCF12_sputum_5_23_18","GESCF12_2018-05-23","sputum",2018-05-23,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",33.5936717733053,9690.446781013
"0fa481957525a80964121165c280f20f",3210,"GESCF28_sinus_3_13_19","GESCF28_2019-03-13","sinus",2019-03-13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",86.2903225806452,477.341489341239
"b3bd495357d1eb8c6c8aa2953dcf0fb5",3139,"GESCF21_sputum_10_3_18","GESCF21_2018-10-03","sputum",2018-10-03,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",29.4354838709677,42315.5323588323
"0fa481957525a80964121165c280f20f",3138,"GESCF02_sputum_4_10_19","GESCF02_2019-04-10","sputum",2019-04-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",28.4445250181291,10131.0983345097
"0fa481957525a80964121165c280f20f",3126,"GESCF15_sinus_5_2_18","GESCF15_2018-05-02","sinus",2018-05-02,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",27.7176804397943,9339.9528595786
"0fa481957525a80964121165c280f20f",3047,"GESCF27_sputum_7_17_19","GESCF27_2019-07-17","sputum",2019-07-17,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",29.0190476190476,67540.9738480783
